# ==============================================================================
# Signal samples
# ==============================================================================

# H125
# ------------------------------------------------------------------------------

PowhegPy8_NNLOPS_ggH125     mc16_13TeV.343981.PowhegPythia8EvtGen_NNLOPS_nnlo_30_ggH125_gamgam
MGPy8_zp2hdmxx_gg_mzp600_mA400 312869
MGPy8_zp2hdmxx_gg_mzp800_mA500 312870
MGPy8_zp2hdmxx_gg_mzp800_mA600 312871
MGPy8_zp2hdmxx_gg_mzp1000_mA200 312867
MGPy8_zp2hdmxx_gg_mzp1000_mA500 312872
MGPy8_zp2hdmxx_gg_mzp1400_mA400 312873
MGPy8_zp2hdmxx_gg_mzp1600_mA300 312874
MGPy8_zp2hdmxx_gg_mzp1800_mA200 312868



# mono-Higgs 2HDM+a
# ------------------------------------------------------------------------------

MGPy8_2HDMa_bb_monoHyy_tb1_sp035_mA1500_ma500 	 312662
MGPy8_2HDMa_ggF_monoHyy_tb1_sp035_mA1500_ma500 	 312663
MGPy8_2HDMa_bb_monoHyy_tb5_sp035_mA1500_ma500 	 312664
MGPy8_2HDMa_ggF_monoHyy_tb5_sp035_mA1500_ma500 	 312665
MGPy8_2HDMa_bb_monoHyy_tb1_sp035_mA200_ma100 	 312666
MGPy8_2HDMa_ggF_monoHyy_tb1_sp035_mA200_ma100 	 312667
